X,CH1,
833,3.20e-02,
834,6.40e-02,
835,1.60e-02,
836,5.60e-02,
837,8.00e-03,
838,3.20e-02,
839,-8.00e-03,
840,2.40e-02,
841,-1.60e-02,
842,8.00e-03,
843,-4.80e-02,
844,-1.60e-02,
845,-8.00e-02,
846,-5.60e-02,
847,-1.12e-01,
848,-9.60e-02,
849,-1.52e-01,
850,-1.20e-01,
851,-1.76e-01,
852,-1.36e-01,
853,-1.92e-01,
854,-1.60e-01,
855,-2.16e-01,
856,-1.84e-01,
857,-2.40e-01,
858,-2.08e-01,
859,-2.64e-01,
860,-2.32e-01,
861,-2.80e-01,
862,-2.48e-01,
863,-2.96e-01,
864,-2.64e-01,
865,-3.12e-01,
866,-2.80e-01,
867,-3.52e-01,
868,-3.12e-01,
869,-3.76e-01,
870,-3.44e-01,
871,-4.00e-01,
872,-3.68e-01,
873,-4.24e-01,
874,-3.84e-01,
875,-4.40e-01,
876,-4.00e-01,
877,-4.40e-01,
878,-4.40e-01,
879,-4.00e-01,
880,-4.40e-01,
881,-3.92e-01,
882,-4.40e-01,
883,-4.00e-01,
884,-4.32e-01,
885,-3.84e-01,
886,-4.24e-01,
887,-3.68e-01,
888,-4.00e-01,
889,-3.44e-01,
890,-3.76e-01,
891,-3.12e-01,
892,-3.52e-01,
893,-2.88e-01,
894,-3.20e-01,
895,-2.56e-01,
896,-2.88e-01,
897,-2.24e-01,
898,-2.64e-01,
899,-2.08e-01,
900,-2.40e-01,
901,-1.84e-01,
902,-2.16e-01,
903,-1.60e-01,
904,-1.92e-01,
905,-1.36e-01,
906,-1.68e-01,
907,-1.20e-01,
908,-1.52e-01,
909,-1.04e-01,
910,-1.36e-01,
911,-9.60e-02,
912,-1.28e-01,
913,-8.00e-02,
914,-8.00e-02,
915,-1.28e-01,
916,-8.80e-02,
917,-1.36e-01,
918,-1.28e-01,
919,-8.80e-02,
920,-1.20e-01,
921,-6.40e-02,
922,-9.60e-02,
923,-5.60e-02,
924,-4.80e-02,
925,-8.80e-02,
926,-8.80e-02,
927,-4.80e-02,
928,-8.80e-02,
929,-3.20e-02,
930,-4.00e-02,
931,-8.80e-02,
932,-5.60e-02,
933,-1.04e-01,
934,-7.20e-02,
935,-1.20e-01,
936,-8.80e-02,
937,-1.28e-01,
938,-9.60e-02,
939,-1.44e-01,
940,-9.60e-02,
941,-1.44e-01,
942,-1.12e-01,
943,-1.60e-01,
944,-1.28e-01,
945,-1.68e-01,
946,-1.36e-01,
947,-1.76e-01,
948,-1.44e-01,
949,-1.84e-01,
950,-1.44e-01,
951,-1.84e-01,
952,-1.52e-01,
953,-1.92e-01,
954,-1.60e-01,
955,-2.00e-01,
956,-1.60e-01,
957,-2.08e-01,
958,-1.68e-01,
959,-2.08e-01,
960,-1.68e-01,
961,-2.24e-01,
962,-2.00e-01,
963,-2.48e-01,
964,-2.08e-01,
965,-2.56e-01,
966,-2.56e-01,
967,-2.08e-01,
968,-2.48e-01,
969,-2.00e-01,
970,-2.08e-01,
971,-2.56e-01,
972,-2.16e-01,
973,-2.56e-01,
974,-2.24e-01,
975,-2.64e-01,
976,-2.32e-01,
977,-2.80e-01,
978,-2.40e-01,
979,-2.96e-01,
980,-2.56e-01,
981,-3.12e-01,
982,-2.80e-01,
983,-3.20e-01,
984,-2.80e-01,
985,-3.28e-01,
986,-2.88e-01,
987,-3.36e-01,
988,-2.96e-01,
989,-3.44e-01,
990,-2.96e-01,
991,-3.44e-01,
992,-2.88e-01,
993,-3.36e-01,
994,-3.20e-01,
995,-2.72e-01,
996,-3.20e-01,
997,-2.64e-01,
998,-3.04e-01,
999,-2.56e-01,
1000,-2.96e-01,
1001,-2.40e-01,
1002,-2.80e-01,
1003,-2.32e-01,
1004,-2.64e-01,
1005,-2.08e-01,
1006,-2.40e-01,
1007,-2.00e-01,
1008,-2.32e-01,
1009,-1.84e-01,
1010,-2.16e-01,
1011,-1.60e-01,
1012,-1.92e-01,
1013,-1.28e-01,
